"DateTime","Depth","OXY_oxy","OXY_sat"
2019-07-11,4,189.4125,68.096
2019-07-11,5,220.428125,71.713
2019-07-11,6,138.371875,41.189
2019-07-11,7,2.796875,0.8
2019-07-11,8,3.921875,1.088
2019-07-11,9,3.3,0.908
2019-07-11,10,2.484375,0.679
2019-07-11,11,1.9875,0.544
2019-07-24,0.1,219.165625,86.497
2019-07-24,1,227.56875,91.423
2019-07-24,2,225.15,88.371
2019-07-24,3,219.5875,86.078
2019-07-24,4,219.13125,79.194
2019-07-24,5,87.39375,28.818
2019-07-24,6,5.371875,1.636
2019-07-24,7,3.29375,0.949
2019-07-24,8,2.6875,0.75
2019-07-24,9,3.03125,0.837
2019-07-24,10,2.259375,0.619
2019-07-24,11,2.253125,0.616
2019-07-25,0.1,222.753125,88.302
2019-07-25,1,228.81875,90.656
2019-07-25,2,219.846875,86.399
2019-07-25,3,212.603125,83.232
2019-07-25,4,229.98125,84.415
2019-07-25,5,88.21875,29.108
2019-07-25,6,5.46875,1.686
2019-07-25,7,4.578125,1.321
2019-07-25,8,2.93125,0.819
2019-07-25,9,3.4,0.938
2019-07-25,10,2.396875,0.658
2019-07-25,11,3.0625,0.837
2019-08-01,0.1,167.978125,67.356
2019-08-01,1,226.534375,90.531
2019-08-01,2,223.828125,89.223
2019-08-01,3,196.025,76.61
2019-08-01,4,129.390625,47.898
2019-08-01,5,37.165625,12.484
2019-08-01,6,3.025,0.926
2019-08-01,7,2.878125,0.838
2019-08-01,8,2.4875,0.698
2019-08-01,9,2.36875,0.654
2019-08-01,10,2.11875,0.584
2019-08-01,11,2.05625,0.565
2019-08-08,0.1,206.471875,82.836
2019-08-08,2,231.2875,92.556
2019-08-08,3,215.925,85.252
2019-08-08,4,11.846875,4.39
2019-08-08,5,2.971875,1.01
2019-08-08,6,2.590625,0.792
2019-08-08,7,2.365625,0.687
2019-08-08,8,2.240625,0.63
2019-08-08,9,2.128125,0.59
2019-08-08,10,2.23125,0.614
2019-08-08,11,2.146875,0.594
2019-08-14,0.1,231.746875,93.902
2019-08-14,1,233.740625,94.479
2019-08-14,2,234.696875,94.673
2019-08-14,3,230.88125,92.644
2019-08-14,4,15.096875,5.524
2019-08-14,5,3.54375,1.183
2019-08-14,6,2.6125,0.809
2019-08-14,7,2.465625,0.72
2019-08-14,8,2.18125,0.617
2019-08-14,9,2.075,0.578
2019-08-14,10,1.79375,0.494
2019-08-14,11,2.021875,0.557
2019-08-22,0.1,232.740625,98.468
2019-08-22,1,222.221875,92.655
2019-08-22,2,212.196875,87.782
2019-08-22,3,193.91875,80.044
2019-08-22,4,185.003125,74.983
2019-08-22,5,0,0
2019-08-22,6,4.825,1.496
2019-08-22,7,6.778125,1.981
2019-08-22,8,5.990625,1.688
2019-08-22,9,4.415625,1.227
2019-08-22,10,3.546875,0.979
2019-08-22,11,3.021875,0.835
2019-09-04,0.1,180.546875,73.969
2019-09-04,1,188.2,75
2019-09-04,2,179.625,71.001
2019-09-04,3,214.625,83.271
2019-09-04,4,186.30625,71.193
2019-09-04,5,247.359375,86.251
2019-09-04,6,6.51875,2.066
2019-09-04,7,3.134375,0.924
2019-09-04,8,2.446875,0.691
2019-09-04,9,2.234375,0.625
2019-09-04,10,1.9625,0.544
2019-09-04,11,1.98125,0.552
2019-09-20,0.1,167.99375,81.282
2019-09-20,1,124.734375,67.361
2019-09-20,2,132.209375,71.596
2019-09-20,3,145.603125,77.421
2019-09-20,4,129.275,65.72
2019-09-20,5,4.2625,1.988
2019-09-20,6,3.44375,1.592
2019-09-20,7,2.659375,1.117
2019-09-20,8,2.353125,0.981
2019-09-20,9,1.946875,0.808
2019-09-20,10,1.96875,0.749
2019-09-20,11,1.846875,0.721
2019-10-04,0.1,176.85,100.873
2019-10-04,1,184.8125,102.575
2019-10-04,2,181.478125,99.907
2019-10-04,3,76.146875,38.908
2019-10-04,4,4.6625,2.497
2019-10-04,5,1.603125,0.785
2019-10-04,6,1.59375,0.729
2019-10-04,7,1.715625,0.66
2019-10-04,8,1.278125,0.55
2019-10-04,9,1.3625,0.528
2019-10-04,10,1.28125,0.524
2019-10-04,11,1.2375,0.486
2019-10-07,3,146.85625,75.211
2019-10-07,4,110.86875,57.194
2019-10-07,5,2.253125,1.081
2019-10-07,6,1.703125,0.717
2019-10-07,7,1.528125,0.626
2019-10-07,8,1.3875,0.559
2019-10-07,9,1.36875,0.556
2019-10-07,10,1.36875,0.518
2019-10-07,11,1.36875,0.518
2019-10-18,0.1,119.609375,54.916
2019-10-18,1,157.190625,72.087
2019-10-18,2,156.6125,71.863
2019-10-18,3,156.80625,71.766
2019-10-18,4,157.5125,72.312
2019-10-18,5,156.8625,71.82
2019-10-18,6,157.10625,71.893
2019-10-18,7,156.278125,52.209
2019-10-18,8,4.16875,1.833
2019-10-18,9,3.528125,1.415
2019-10-18,10,2.95,1.18
2019-10-18,11,2.95,1.18
2019-10-28,0.1,165.271875,74.763
2019-10-28,2,161.68125,73.025
2019-10-28,3,152.50625,68.675
2019-10-28,4,149.984375,67.082
2019-10-28,5,135.3875,60.289
2019-10-28,6,122.903125,53.281
2019-10-28,7,88.078125,38.304
2019-10-28,8,3.071875,1.219
2019-10-28,9,2.028125,0.798
2019-10-28,10,1.734375,0.673
2019-10-28,11,1.734375,0.673
2019-11-15,0.1,211.10625,81.79
2019-11-15,1,211.41875,81.797
2019-11-15,2,210.446875,81.597
2019-11-15,3,210.49375,81.616
2019-11-15,4,210.346875,81.281
2019-11-15,5,208.471875,80.753
2019-11-15,6,208.6625,80.728
2019-11-15,7,208.784375,80.673
2019-11-15,8,209.265625,80.822
2019-11-15,9,208.79375,80.721
2019-11-15,10,206.959375,79.39
2019-11-15,11,206.959375,79.39
2019-12-06,0.1,255.609375,91.529
2019-12-06,1,254.865625,91.496
2019-12-06,2,255.221875,91.467
2019-12-06,3,254.95625,91.481
2019-12-06,4,255.1125,91.469
2019-12-06,5,255.71875,91.54
2019-12-06,6,254.175,91.062
2019-12-06,7,253.903125,90.952
2019-12-06,8,254.821875,91.336
2019-12-06,9,253.70625,90.781
2019-12-06,10,253.85,91.05
2019-12-06,11,253.85,91.05
2020-03-16,0.1,387.1875,106
2020-03-16,1,382.8125,106.3
2020-03-16,2,380,103.9
2020-03-16,3,383.4375,103.4
2020-03-16,4,382.5,101.3
2020-03-16,5,380.9375,99.9
2020-03-16,6,376.5625,97
2020-03-16,7,368.75,95.1
2020-03-16,8,359.375,92
2020-03-16,9,355,90.4
2020-03-16,10,350,89
2020-05-14,0.1,275.3125,87.1
2020-05-14,1,277.1875,87.6
2020-05-14,2,277.1875,86.9
2020-05-14,3,276.875,86.1
2020-05-14,4,263.75,80.7
2020-05-14,5,256.25,78
2020-05-14,6,250.625,76.1
2020-05-14,7,243.75,78.9
2020-05-14,8,200,59.9
2020-05-14,9,18.75,5.2
2020-05-14,10,19.375,5.2
2020-05-14,11,18.75,5.1
2020-06-04,0.1,316.25,122.9
2020-06-04,1,315.3125,121.4
2020-06-04,2,325.625,122.4
2020-06-04,3,394.375,135.2
2020-06-04,4,394.6875,128
2020-06-04,5,354.0625,111
2020-06-04,6,287.1875,89.1
2020-06-04,7,221.875,67.7
2020-06-04,8,119.375,35.3
2020-06-04,9,18.75,5.4
2020-06-04,10,18.4375,5.3
2020-06-04,11,17.8125,5.1
2020-06-18,0.1,166.559375,82.403
2020-06-18,1,178.7375,88.969
2020-06-18,2,175.76875,87.011
2020-06-18,3,197.753125,95.318
2020-06-18,4,174.621875,81.202
2020-06-18,5,172.7125,77.291
2020-06-18,6,92.15,40.436
2020-06-18,7,45.471875,19.123
2020-06-18,8,2.490625,1.067
2020-06-18,9,1.528125,0.631
2020-06-18,10,1.49375,0.636
2020-06-18,11,1.31875,0.582
2020-06-25,0.1,178.290625,97.421
2020-06-25,1,177.4375,96.562
2020-06-25,2,214.103125,109.419
2020-06-25,3,190.1875,92.617
2020-06-25,4,152.4875,71.335
2020-06-25,5,125.8875,57.066
2020-06-25,6,93.30625,39.832
2020-06-25,7,13.765625,4.752
2020-06-25,8,2.24375,0.818
2020-06-25,9,1.5625,0.604
2020-06-25,10,1.53125,0.651
2020-06-25,11,1.290625,0.59
2020-07-02,0.1,182.465625,100.193
2020-07-02,1,174.165625,98.793
2020-07-02,2,232.159375,122.625
2020-07-02,3,214.571875,104.532
2020-07-02,4,121.303125,56.068
2020-07-02,5,79.853125,35.975
2020-07-02,6,44.85625,21.549
2020-07-02,7,1.896875,0.753
2020-07-02,8,1.340625,0.559
2020-07-02,9,1.303125,0.534
2020-07-02,10,1.340625,0.519
2020-07-02,11,1.20625,0.581
2020-07-09,0.1,166.090625,97.01
2020-07-09,1,162.640625,94.617
2020-07-09,2,232.25625,126.801
2020-07-09,3,234.20625,118.097
2020-07-09,4,89.790625,43.812
2020-07-09,5,41.315625,18.325
2020-07-09,6,1.6875,0.841
2020-07-09,7,1.403125,0.547
2020-07-09,8,1.18125,0.531
2020-07-09,9,1.25625,0.513
2020-07-09,10,1.203125,0.46
2020-07-09,11,1.18125,0.512
2020-07-17,0.1,166.571875,100.013
2020-07-17,1,109.48125,67.656
2020-07-17,2,129.45,76.793
2020-07-17,3,126.646875,69.912
2020-07-17,4,143.7125,70.353
2020-07-17,5,138.340625,70.584
2020-07-17,6,166.884375,72.246
2020-07-17,7,106.946875,38.15
2020-07-17,8,3.3125,1.303
2020-07-17,9,1.903125,0.746
2020-07-17,10,1.69375,0.651
2020-07-17,11,1.53125,0.585
2020-07-23,0.1,154.9,80.003
2020-07-23,1,155.075,89.716
2020-07-23,2,155.0625,89.597
2020-07-23,3,190.90625,98.318
2020-07-23,4,95.965625,46.533
2020-07-23,5,19.36875,8.671
2020-07-23,6,1.51875,0.657
2020-07-23,7,1.25,0.552
2020-07-23,8,1.165625,0.557
2020-07-23,9,1.1625,0.526
2020-07-23,10,1.296875,0.52
2020-07-23,11,1.3875,0.481
2020-07-30,0.1,166.8375,97.885
2020-07-30,1,164.2,96.517
2020-07-30,2,196.475,109.757
2020-07-30,3,179,94.554
2020-07-30,4,25.7125,11.528
2020-07-30,5,1.390625,0.636
2020-07-30,6,1.06875,0.48
2020-07-30,7,1.08125,0.484
2020-07-30,8,1.071875,0.459
2020-07-30,9,1.21875,0.389
2020-07-30,10,1.215625,0.444
2020-07-30,11,1.2,0.39
2020-08-06,0.1,112.596875,66.403
2020-08-06,1,158.140625,87.981
2020-08-06,2,155.5375,87.488
2020-08-06,3,105.4875,55.143
2020-08-06,4,1.815625,0.876
2020-08-06,5,1.265625,0.603
2020-08-06,6,1.396875,0.532
2020-08-06,7,1.25,0.515
2020-08-06,8,1.215625,0.532
2020-08-06,9,1.175,0.489
2020-08-06,10,1.234375,0.534
2020-08-06,11,1.39375,0.452
2020-08-12,0.1,177.303125,103.043
2020-08-12,1,176.975,102.926
2020-08-12,2,180.215625,103.98
2020-08-12,3,110.203125,60.203
2020-08-12,4,1.23125,0.634
2020-08-12,5,1.096875,0.509
2020-08-12,6,1.1375,0.441
2020-08-12,7,1.175,0.456
2020-08-12,8,1.01875,0.473
2020-08-12,9,1.303125,0.512
2020-08-12,10,1.165625,0.446
2020-08-12,11,1.159375,0.406
2020-08-20,0.1,169.6125,93.555
2020-08-20,1,167.503125,92.812
2020-08-20,2,167.69375,92.071
2020-08-20,3,44.01875,26.127
2020-08-20,4,1.303125,0.666
2020-08-20,5,1.096875,0.565
2020-08-20,6,1.15,0.53
2020-08-20,7,1.309375,0.505
2020-08-20,8,1.10625,0.514
2020-08-20,9,1.05625,0.495
2020-08-20,10,1.20625,0.495
2020-08-20,11,1.2125,0.481
2020-08-26,0.1,164.9125,92.489
2020-08-26,1,165.721875,93.356
2020-08-26,2,160.4125,89.488
2020-08-26,3,67.028125,36.432
2020-08-26,4,1.215625,0.637
2020-08-26,5,1.21875,0.6
2020-08-26,6,1.121875,0.53
2020-08-26,7,1.115625,0.527
2020-08-26,8,1.1625,0.486
2020-08-26,9,1.065625,0.516
2020-08-26,10,1.325,0.431
2020-08-26,11,1.328125,0.441
2020-09-03,0.1,181.9125,101.296
2020-09-03,1,182.728125,103.487
2020-09-03,2,188.93125,104.631
2020-09-03,3,112.684375,63.575
2020-09-03,4,1.85625,0.874
2020-09-03,5,1.4875,0.673
2020-09-03,6,1.275,0.546
2020-09-03,7,1.165625,0.558
2020-09-03,8,1.259375,0.515
2020-09-03,9,1.15,0.504
2020-09-03,10,1.015625,0.478
2020-09-03,11,1.240625,0.492
2020-09-16,0.1,150.565625,79.4
2020-09-16,1,149.58125,78.986
2020-09-16,2,150.109375,79.482
2020-09-16,3,146.35,77.064
2020-09-16,4,0,0
2020-09-16,5,2.5625,1.118
2020-09-16,6,2.0125,0.831
2020-09-16,7,1.7375,0.733
2020-09-16,8,1.553125,0.678
2020-09-16,9,1.51875,0.623
2020-09-16,10,1.465625,0.614
2020-09-16,11,1.340625,0.571
2020-10-01,0.1,183.25,79.327
2020-10-01,1,123.296875,58.826
2020-10-01,2,136.984375,67.509
2020-10-01,3,154.25625,74.643
2020-10-01,4,160.053125,77.456
2020-10-01,5,47.028125,17.015
2020-10-01,6,1.671875,0.719
2020-10-01,7,1.55,0.572
2020-10-01,8,1.43125,0.502
2020-10-01,9,1.221875,0.514
2020-10-01,10,1.296875,0.486
2020-10-01,11,1.334375,0.569
2020-10-14,0.1,288.11875,96.901
2020-10-14,1,192.1875,63.375
2020-10-14,2,182.653125,61.573
2020-10-14,3,204.7375,66.797
2020-10-14,4,183.7875,60.534
2020-10-14,5,197.059375,64.162
2020-10-14,6,139.590625,37.451
2020-10-14,7,2.98125,0.967
2020-10-14,8,1.871875,0.734
2020-10-14,9,1.84375,0.658
2020-10-14,10,1.9375,0.601
2020-10-14,11,1.8375,0.625
2020-10-26,0.1,221.88125,71.838
2020-10-26,1,235.36875,75.874
2020-10-26,2,261.215625,86.28
2020-10-26,3,188.125,60.009
2020-10-26,4,178.496875,56.719
2020-10-26,5,140.834375,43.428
2020-10-26,6,4.76875,1.548
2020-10-26,7,2.484375,0.748
2020-10-26,8,2.484375,0.625
2020-10-26,9,2.4125,0.594
2020-10-26,10,2.646875,0.523
2020-10-26,11,1.684375,0.593
2020-11-10,0.1,281.6875,84.867
2020-11-10,1,241.253125,73.152
2020-11-10,2,248.615625,74.635
2020-11-10,3,219.16875,65.04
2020-11-10,4,212.84375,63.068
2020-11-10,5,206.578125,60.843
2020-11-10,6,199.29375,58.488
2020-11-10,7,181.653125,53.108
2020-11-10,8,168.215625,49.152
2020-11-10,9,151.396875,44.525
2020-11-10,10,113.734375,33.192
2020-11-10,11,89.125,27.068
2021-03-08,0.1,360.13125,94.262
2021-03-08,1,354.121875,87.881
2021-03-08,2,349.44375,89.586
2021-03-08,3,372.090625,94.784
2021-03-08,4,376.3625,95.633
2021-03-08,5,375.56875,95.122
2021-03-08,6,371.9375,95.486
2021-03-08,7,376.796875,94.807
2021-03-08,8,379.596875,96.058
2021-03-08,9,377.61875,95.837
2021-03-08,10,377.203125,96.029
2021-03-08,11,380.434375,97.221
2021-03-31,0.1,324.678125,95.366
2021-03-31,1,301.740625,97.841
2021-03-31,2,324.35,95.034
2021-03-31,3,334.790625,95.897
2021-03-31,4,331.203125,94.538
2021-03-31,5,323.8,88.581
2021-03-31,6,303.528125,80.606
2021-03-31,7,284.1,74.342
2021-03-31,8,271.203125,70.284
2021-03-31,9,271.459375,70.419
2021-03-31,10,260.975,66.4
2021-03-31,11,260.975,66.4
2021-04-05,0.1,279.921875,82.467
2021-04-05,1,325.634375,92.93
2021-04-05,2,324.559375,92.058
2021-04-05,3,320.73125,89.776
2021-04-05,4,319.846875,89.173
2021-04-05,5,315.9875,88.098
2021-04-05,6,313.5875,86.491
2021-04-05,7,309.81875,85.395
2021-04-05,8,303.18125,82.875
2021-04-05,9,299.321875,81.846
2021-04-05,10,293.903125,80.069
2021-04-05,11,280.20625,77.074
2021-05-03,0.1,270.553125,89.037
2021-05-03,1,273.0625,88.782
2021-05-03,2,275.153125,88.638
2021-05-03,3,280.684375,88.831
2021-05-03,4,277.45625,83.43
2021-05-03,5,190.85625,53.932
2021-05-03,6,167.0375,46.706
2021-05-03,7,133.00625,36.226
2021-05-03,8,87.821875,23.558
2021-05-03,9,76.23125,20.295
2021-05-03,10,57.0625,15.494
2021-05-03,11,53.284375,14.636
2021-05-14,0.1,275.709375,91.638
2021-05-14,1,279.35,92.599
2021-05-14,2,277.725,91.561
2021-05-14,3,280.9875,91.837
2021-05-14,4,293.7125,93.09
2021-05-14,5,233.71875,70.269
2021-05-14,6,143.246875,39.97
2021-05-14,7,83.5875,23.336
2021-05-14,8,36.521875,9.762
2021-05-14,9,5.159375,1.451
2021-05-14,10,4.8375,1.339
2021-05-14,11,4.934375,1.443
2021-05-31,0.1,235.125,84.186
2021-05-31,1,235.25,83.652
2021-05-31,2,243.521875,86.837
2021-05-31,3,265.396875,94.511
2021-05-31,4,301.46875,98.502
2021-05-31,5,243.4,73.45
2021-05-31,6,115.625,33.214
2021-05-31,7,42.759375,11.959
2021-05-31,8,38.059375,10.616
2021-05-31,9,37.228125,10.292
2021-05-31,10,36.225,9.912
2021-05-31,11,35.2625,9.569
2021-06-15,0.1,251.875,100.1
2021-06-15,1,255.3125,101
2021-06-15,2,257.1875,102
2021-06-15,3,256.25,102
2021-06-15,4,304.375,109
2021-06-15,5,239.375,79
2021-06-15,6,120.3125,37
2021-06-15,7,43.75,13.1
2021-06-16,0.1,239.18125,92.936
2021-06-16,1,217.79375,83.595
2021-06-16,2,255.65,100.064
2021-06-16,3,262.9375,101.604
2021-06-16,4,287.61875,95.764
2021-06-16,5,186.9875,58.471
2021-06-16,6,87.51875,25.28
2021-06-16,7,44.05,12.731
2021-06-16,8,35.8375,9.835
2021-06-16,9,31.240625,8.685
2021-06-16,10,30.984375,8.457
2021-06-16,11,32.44375,9.156
2021-06-28,0.1,258.39375,111.481
2021-06-28,1,275.015625,107.014
2021-06-28,2,284.271875,109.131
2021-06-28,3,276.16875,104.724
2021-06-28,4,281.18125,99.646
2021-06-28,5,116.459375,35.216
2021-06-28,6,42.74375,12.382
2021-06-28,7,23.525,6.598
2021-06-28,8,20.45,5.525
2021-06-28,9,18.134375,5.057
2021-06-28,10,16.45625,4.64
2021-06-28,11,16.753125,4.373
2021-07-12,0.1,279.965625,113.357
2021-07-12,1,275.2875,110.489
2021-07-12,2,282.009375,109.821
2021-07-12,3,270.31875,102.208
2021-07-12,4,164.384375,57.27
2021-07-12,5,51.084375,16.269
2021-07-12,6,41.865625,12.256
2021-07-12,7,35.025,9.677
2021-07-12,8,29.4,8.089
2021-07-12,9,25.671875,6.935
2021-07-12,10,23.884375,6.398
2021-07-12,11,22.446875,6.059
2021-07-26,0.1,236.85625,94.285
2021-07-26,1,217.99375,91.142
2021-07-26,2,257.896875,103.948
2021-07-26,3,77.025,28.23
2021-07-26,4,44.875,16.085
2021-07-26,5,51.515625,16.272
2021-07-26,6,46.0875,14.039
2021-07-26,7,54.20625,15.665
2021-07-26,8,60.146875,16.71
2021-07-26,9,60.7125,16.868
2021-07-26,10,63.725,17.697
2021-07-26,11,63.6625,17.721
2021-08-09,0.1,295.625,116.9
2021-08-09,1,290.3125,115.4
2021-08-09,2,294.375,115.5
2021-08-09,3,248.75,90.5
2021-08-09,4,26.875,10.3
2021-08-23,0.1,280.3125,111.8
2021-08-23,1,279.6875,112.6
2021-08-23,2,279.0625,111.7
2021-08-23,3,275.625,110.2
2021-08-23,4,32.8125,12.6
2021-08-23,5,6.875,2.4
2021-08-23,6,5,1.6
2021-08-23,7,4.375,1.3
2021-08-23,8,4.375,1.3
2021-08-23,9,4.0625,1.2
2021-08-23,10,3.4375,1
2021-08-23,11,3.75,1
2021-09-06,0.1,272.5,105.5
2021-09-06,1,272.8125,105.5
2021-09-06,2,271.875,105.2
2021-09-06,3,270.625,104.8
2021-09-06,4,131.5625,50.1
2021-09-06,5,10.3125,3.6
2021-09-06,6,6.875,2.3
2021-09-06,7,6.5625,2.1
2021-09-06,8,5.9375,1.8
2021-09-06,9,5.625,1.6
2021-09-06,10,5,1.4
2021-09-06,11,5,1.4
2021-09-21,0.1,240.9375,89.9
2021-09-21,1,238.125,88.6
2021-09-21,2,233.125,86.2
2021-09-21,3,223.75,82.6
2021-09-21,4,224.375,83.3
2021-09-21,5,14.0625,4.8
2021-09-21,6,8.75,2.7
2021-09-21,7,7.5,2.2
2021-09-21,8,6.25,1.9
2021-09-21,9,5.9375,1.8
2021-09-21,10,5.9375,1.7
2021-09-21,11,5.3125,1.5
2021-10-12,0.1,247.1875,87.4
2021-10-12,1,249.0625,87.5
2021-10-12,2,244.6875,85.6
2021-10-12,3,234.0625,81.7
2021-10-12,4,225.9375,79.2
2021-10-12,5,114.0625,39.8
2021-10-12,6,15.9375,5.1
2021-10-12,7,9.6875,2.8
2021-10-12,8,8.75,2.6
2021-10-12,9,8.125,2.4
2021-10-12,10,7.8125,2.3
2021-10-12,11,7.8125,2.3
2021-10-26,0.1,265,87
2021-10-26,1,265.625,87.8
2021-10-26,2,264.375,87.2
2021-10-26,3,264.375,86.9
2021-10-26,4,263.125,86.4
2021-10-26,5,262.8125,86.7
2021-10-26,6,262.5,86.7
2021-10-26,7,260.9375,86.4
2021-10-26,8,261.25,86
2021-10-26,9,12.8125,3.7
2021-10-26,10,11.25,3.2
2021-11-09,0.1,291.875,86.1
2021-11-09,1,290.625,85
2021-11-09,2,290.625,84.8
2021-11-09,3,290.3125,84.8
2021-11-09,4,289.0625,84.5
2021-11-09,5,287.5,83.8
2021-11-09,6,284.0625,82.5
2021-11-09,7,282.8125,82.3
2021-11-09,8,280,81.4
2021-11-09,9,270.9375,78.8
2021-11-09,10,258.75,74.4
2021-11-09,11,35,10.2
2021-11-22,0.1,353.75,97.6
2021-11-22,1,348.125,96.2
2021-11-22,2,347.1875,95.3
2021-11-22,3,348.125,95.8
2021-11-22,4,344.0625,95.5
2021-11-22,5,345.3125,95.1
2021-11-22,6,345.9375,94.9
2021-11-22,7,346.5625,95.3
2021-11-22,8,344.6875,95.4
2021-11-22,9,345.3125,94.7
2021-12-06,0.1,377.8125,100.2
2021-12-06,1,376.5625,99.3
2021-12-06,2,378.75,99.3
2021-12-06,3,375.625,98.5
2021-12-06,4,375.9375,98.7
2021-12-06,5,375.3125,98.1
2021-12-06,6,368.4375,96.4
2021-12-06,7,367.8125,96.2
2021-12-06,8,365.625,95.5
2021-12-06,9,361.25,94.4
2021-12-06,10,350,91.3
2022-01-26,0.1,389.0625,91.6
2022-01-26,1,392.1875,92.1
2022-01-26,2,391.25,91.5
2022-01-26,3,391.5625,91.6
2022-01-26,4,390,91.3
2022-01-26,5,387.8125,91.4
2022-01-26,6,390,90.9
2022-01-26,7,385.3125,91.2
2022-01-26,8,386.875,91
2022-01-26,9,385,90.6
2022-01-26,10,376.5625,90.2
2022-02-24,0.1,321.734375,80.81
2022-02-24,1,367.025,93.03
2022-02-24,2,367.69375,92.714
2022-02-24,3,367,92.894
2022-02-24,4,365.21875,92.074
2022-02-24,5,364.621875,92.158
2022-02-24,6,364.9875,91.588
2022-02-24,7,364.68125,91.195
2022-02-24,8,364.15,91.283
2022-02-24,9,364.63125,90.932
2022-02-24,10,363.446875,89.825
2022-02-24,11,363.446875,89.825
2022-03-22,0.1,232.8625,71.217
2022-03-22,1,241.96875,70.914
2022-03-22,2,234.228125,66.929
2022-03-22,3,260.15625,77.254
2022-03-22,4,255.19375,71.703
2022-03-22,5,275.321875,76.089
2022-03-22,6,291.015625,78.409
2022-03-22,7,276.090625,73.905
2022-03-22,8,272.65,71.534
2022-03-22,9,252.79375,67.639
2022-03-22,10,250.35,65.48
2022-03-22,11,250.35,65.48
2022-04-12,0.1,279.73125,92.608
2022-04-12,1,290.54375,89.981
2022-04-12,2,328.15625,94.297
2022-04-12,3,324.390625,92.54
2022-04-12,4,307.45625,87.533
2022-04-12,5,298.128125,83.67
2022-04-12,6,276.21875,76.962
2022-04-12,7,221.515625,61.71
2022-04-12,8,213.175,59.128
2022-04-12,9,195.55,54.125
2022-04-12,10,78.075,21.467
2022-04-12,11,78.075,21.467
2022-05-02,0.1,243.215625,79.391
2022-05-02,1,284.690625,91.764
2022-05-02,2,289.34375,92.989
2022-05-02,3,292.3625,93.403
2022-05-02,4,298,87.331
2022-05-02,5,197.83125,57.578
2022-05-02,6,113.140625,31.653
2022-05-02,7,17.35,4.93
2022-05-02,8,2.23125,0.574
2022-05-02,9,2.10625,0.6
2022-05-02,10,2.0375,0.57
2022-05-02,11,2.0375,0.57
